record_id ,date       ,timestamp ,intersection_id ,intersection_name  ,latitude ,longitude ,vehicle_count ,average_speed ,signal_cycle_time ,green_time ,yellow_time ,red_time ,weather_condition ,day_of_week ,is_weekend ,is_holiday ,event                ,pollution_level ,car_count ,bus_count ,truck_count ,motorcycle_count
9698      ,07-01-2023 ,17:30:00  ,8               ,Jhunsi             ,25.43    ,81.91     ,159           ,30.21         ,120               ,69         ,4           ,47       ,Clear             ,Saturday    ,weekend    ,0          ,NA                   ,3.07            ,96        ,18        ,10          ,35
2066      ,02-01-2023 ,10:20:00  ,6               ,Allahabad Junction ,25.44    ,81.83     ,267           ,25.37         ,120               ,71         ,4           ,45       ,Clear             ,Monday      ,workday    ,0          ,NA                   ,5.17            ,151       ,25        ,26          ,65
4281      ,03-01-2023 ,23:20:00  ,1               ,Civil Lines        ,25.45    ,81.83     ,95            ,37.21         ,120               ,59         ,3           ,58       ,Clear             ,Tuesday     ,workday    ,0          ,NA                   ,1.54            ,65        ,6         ,6           ,18
8919      ,07-01-2023 ,04:30:00  ,9               ,MNNIT Gate         ,25.49    ,81.86     ,72            ,41.44         ,120               ,64         ,6           ,50       ,Clear             ,Saturday    ,weekend    ,0          ,NA                   ,1.3             ,42        ,6         ,6           ,18
1583      ,02-01-2023 ,02:20:00  ,3               ,Chowk              ,25.43    ,81.84     ,99            ,36.08         ,120               ,60         ,4           ,56       ,Clear             ,Monday      ,workday    ,0          ,NA                   ,1.64            ,65        ,4         ,11          ,19
3633      ,03-01-2023 ,12:30:00  ,3               ,Chowk              ,25.43    ,81.84     ,87            ,37.54         ,120               ,59         ,6           ,55       ,Clear             ,Tuesday     ,workday    ,0          ,NA                   ,1.52            ,57        ,7         ,6           ,17
2550      ,02-01-2023 ,18:20:00  ,10              ,Minto Park         ,25.44    ,81.88     ,205           ,23.24         ,120               ,88         ,4           ,28       ,Clear             ,Monday      ,workday    ,0          ,NA                   ,4.26            ,116       ,21        ,24          ,44
2497      ,02-01-2023 ,17:30:00  ,7               ,Phaphamau          ,25.49    ,81.87     ,212           ,23.11         ,120               ,82         ,6           ,32       ,Light Rain        ,Monday      ,workday    ,0          ,NA                   ,4.55            ,123       ,28        ,18          ,43
1238      ,01-01-2023 ,20:30:00  ,8               ,Jhunsi             ,25.43    ,81.91     ,132           ,33.2          ,120               ,54         ,5           ,61       ,Clear             ,Sunday      ,weekend    ,1          ,NA                   ,2.54            ,86        ,16        ,6           ,24
2895      ,03-01-2023 ,00:10:00  ,5               ,Naini Bridge       ,25.41    ,81.86     ,0             ,59.29         ,120               ,60         ,3           ,57       ,Clear             ,Tuesday     ,workday    ,0          ,NA                   ,0               ,0         ,0         ,0           ,0
1369      ,01-01-2023 ,22:40:00  ,9               ,MNNIT Gate         ,25.49    ,81.86     ,29            ,46.99         ,120               ,67         ,4           ,49       ,Clear             ,Sunday      ,weekend    ,1          ,NA                   ,0.82            ,14        ,4         ,7           ,4
5770      ,05-01-2023 ,00:00:00  ,10              ,Minto Park         ,25.44    ,81.88     ,45            ,20.09         ,120               ,63         ,1           ,56       ,Light Rain        ,Thursday    ,workday    ,1          ,Accident             ,0.9             ,30        ,6         ,2           ,7
3685      ,NA         ,          ,5               ,Naini Bridge       ,25.41    ,81.86     ,84            ,37.15         ,120               ,62         ,5           ,53       ,Clear             ,Tuesday     ,#VALUE!    ,0          ,NA                   ,1.56            ,59        ,6         ,9           ,10
6498      ,05-01-2023 ,12:10:00  ,8               ,Jhunsi             ,25.43    ,81.91     ,67            ,37.97         ,120               ,54         ,3           ,63       ,Clear             ,Thursday    ,workday    ,1          ,NA                   ,1.54            ,44        ,10        ,6           ,7
3581      ,03-01-2023 ,11:40:00  ,1               ,Civil Lines        ,25.45    ,81.83     ,67            ,36.18         ,120               ,62         ,4           ,54       ,Light Rain        ,Tuesday     ,workday    ,0          ,NA                   ,1.23            ,45        ,6         ,5           ,11
9539      ,07-01-2023 ,14:50:00  ,9               ,MNNIT Gate         ,25.49    ,81.86     ,77            ,40.79         ,120               ,67         ,5           ,48       ,Clear             ,Saturday    ,weekend    ,0          ,NA                   ,1.52            ,55        ,5         ,11          ,6
6502      ,05-01-2023 ,12:20:00  ,2               ,Katra              ,25.46    ,81.85     ,52            ,46.06         ,120               ,59         ,5           ,56       ,Clear             ,Thursday    ,workday    ,1          ,NA                   ,1.1             ,31        ,3         ,10          ,8
658       ,01-01-2023 ,10:50:00  ,8               ,Jhunsi             ,25.43    ,81.91     ,72            ,27.01         ,120               ,59         ,4           ,57       ,Heavy Rain        ,Sunday      ,weekend    ,1          ,NA                   ,1.29            ,45        ,5         ,7           ,15
1315      ,01-01-2023 ,21:50:00  ,5               ,Naini Bridge       ,25.41    ,81.86     ,51            ,45.68         ,120               ,64         ,7           ,49       ,Clear             ,Sunday      ,weekend    ,1          ,NA                   ,0.86            ,34        ,4         ,3           ,10
8848      ,07-01-2023 ,03:20:00  ,8               ,Jhunsi             ,25.43    ,81.91     ,127           ,34.08         ,120               ,66         ,5           ,49       ,Clear             ,Saturday    ,weekend    ,0          ,NA                   ,2.35            ,82        ,12        ,9           ,24
6180      ,05-01-2023 ,06:50:00  ,10              ,Minto Park         ,25.44    ,81.88     ,72            ,35.85         ,120               ,56         ,4           ,60       ,Cold Wave         ,Thursday    ,workday    ,1          ,NA                   ,1.66            ,42        ,10        ,8           ,12
2758      ,02-01-2023 ,21:50:00  ,8               ,Jhunsi             ,25.43    ,81.91     ,95            ,38.86         ,120               ,59         ,5           ,56       ,Clear             ,Monday      ,workday    ,0          ,NA                   ,1.97            ,53        ,6         ,17          ,19
2418      ,02-01-2023 ,16:10:00  ,8               ,Jhunsi             ,25.43    ,81.91     ,170           ,26.8          ,120               ,75         ,4           ,41       ,Clear             ,Monday      ,workday    ,0          ,NA                   ,3.57            ,93        ,18        ,20          ,39
2310      ,02-01-2023 ,14:20:00  ,10              ,Minto Park         ,25.44    ,81.88     ,78            ,34.05         ,120               ,56         ,3           ,61       ,Light Rain        ,Monday      ,workday    ,0          ,NA                   ,1.43            ,49        ,5         ,9           ,15
2616      ,02-01-2023 ,19:30:00  ,6               ,Allahabad Junction ,25.44    ,81.83     ,151           ,26.42         ,120               ,84         ,3           ,33       ,Light Rain        ,Monday      ,workday    ,0          ,NA                   ,2.86            ,87        ,16        ,10          ,38
2165      ,02-01-2023 ,12:00:00  ,5               ,Naini Bridge       ,25.41    ,81.86     ,95            ,34.23         ,120               ,61         ,3           ,56       ,Clear             ,Monday      ,workday    ,0          ,NA                   ,1.55            ,61        ,7         ,5           ,22
2603      ,02-01-2023 ,19:20:00  ,3               ,Chowk              ,25.43    ,81.84     ,142           ,26.74         ,120               ,62         ,4           ,54       ,Light Rain        ,Monday      ,workday    ,0          ,NA                   ,3.35            ,84        ,20        ,17          ,21
2404      ,02-01-2023 ,16:00:00  ,4               ,Tagore Town        ,25.47    ,81.89     ,141           ,30.64         ,120               ,50         ,6           ,64       ,Clear             ,Monday      ,workday    ,0          ,NA                   ,2.72            ,90        ,15        ,10          ,26
6374      ,05-01-2023 ,10:10:00  ,4               ,Tagore Town        ,25.47    ,81.89     ,73            ,31.46         ,120               ,64         ,5           ,51       ,Fog               ,Thursday    ,workday    ,1          ,NA                   ,1.61            ,47        ,7         ,11          ,8
4761      ,04-01-2023 ,07:20:00  ,1               ,Civil Lines        ,25.45    ,81.83     ,280           ,23.49         ,120               ,74         ,5           ,41       ,Clear             ,Wednesday   ,workday    ,0          ,NA                   ,5.22            ,177       ,22        ,28          ,53
7195      ,05-01-2023 ,23:50:00  ,5               ,Naini Bridge       ,25.41    ,81.86     ,29            ,53.73         ,120               ,58         ,4           ,58       ,Clear             ,Thursday    ,workday    ,1          ,NA                   ,0.52            ,17        ,2         ,3           ,7
9686      ,07-01-2023 ,17:20:00  ,6               ,Allahabad Junction ,25.44    ,81.83     ,90            ,NA            ,120               ,50         ,4           ,NA       ,Clear             ,Saturday    ,weekend    ,0          ,NA                   ,2.14            ,54        ,14        ,9           ,13
7937      ,06-01-2023 ,12:10:00  ,7               ,Phaphamau          ,25.49    ,81.87     ,142           ,31.31         ,120               ,56         ,7           ,57       ,Clear             ,Friday      ,workday    ,0          ,NA                   ,2.38            ,91        ,8         ,13          ,30
1754      ,02-01-2023 ,05:10:00  ,4               ,Tagore Town        ,25.47    ,81.89     ,37            ,43.78         ,120               ,49         ,5           ,66       ,Clear             ,Monday      ,workday    ,0          ,NA                   ,0.75            ,21        ,5         ,2           ,9
5187      ,04-01-2023 ,14:20:00  ,7               ,Phaphamau          ,25.49    ,81.87     ,59            ,44.82         ,120               ,63         ,5           ,52       ,Clear             ,Wednesday   ,workday    ,0          ,NA                   ,1.09            ,33        ,4         ,7           ,15
2273      ,02-01-2023 ,13:50:00  ,3               ,Chowk              ,25.43    ,81.84     ,117           ,34.49         ,120               ,54         ,4           ,62       ,Clear             ,Monday      ,workday    ,0          ,NA                   ,2.14            ,73        ,11        ,8           ,25
8646      ,07-01-2023 ,00:00:00  ,6               ,Allahabad Junction ,25.44    ,81.83     ,102           ,37.2          ,120               ,65         ,4           ,51       ,Clear             ,Saturday    ,weekend    ,0          ,NA                   ,1.99            ,61        ,9         ,11          ,21
4026      ,03-01-2023 ,19:00:00  ,6               ,Allahabad Junction ,25.44    ,81.83     ,223           ,23.56         ,120               ,80         ,3           ,37       ,Clear             ,Tuesday     ,workday    ,0          ,NA                   ,4.55            ,122       ,23        ,24          ,54
1436      ,01-01-2023 ,23:50:00  ,6               ,Allahabad Junction ,25.44    ,81.83     ,65            ,37.77         ,120               ,62         ,6           ,52       ,Clear             ,Sunday      ,weekend    ,1          ,NA                   ,1.27            ,44        ,5         ,8           ,8
8984      ,07-01-2023 ,05:40:00  ,4               ,Tagore Town        ,25.47    ,81.89     ,69            ,37.19         ,120               ,66         ,4           ,NA       ,Clear             ,Saturday    ,weekend    ,0          ,NA                   ,1.39            ,41        ,7         ,7           ,14
2136      ,02-01-2023 ,11:30:00  ,6               ,Allahabad Junction ,25.44    ,81.83     ,65            ,35.48         ,120               ,57         ,4           ,59       ,Cold Wave         ,Monday      ,workday    ,0          ,NA                   ,1.14            ,38        ,2         ,10          ,15
3231      ,03-01-2023 ,05:50:00  ,1               ,Civil Lines        ,25.45    ,81.83     ,148           ,32.25         ,120               ,62         ,4           ,NA       ,Clear             ,Tuesday     ,workday    ,0          ,NA                   ,2.84            ,84        ,13        ,15          ,36
914       ,01-01-2023 ,15:10:00  ,4               ,Tagore Town        ,25.47    ,81.89     ,8             ,55.97         ,120               ,52         ,5           ,63       ,Clear             ,Sunday      ,weekend    ,1          ,NA                   ,0.2             ,4         ,2         ,0           ,2
7746      ,06-01-2023 ,09:00:00  ,6               ,Allahabad Junction ,25.44    ,81.83     ,160           ,29.48         ,120               ,82         ,5           ,33       ,Clear             ,Friday      ,workday    ,0          ,NA                   ,3.05            ,101       ,13        ,17          ,29
1167      ,01-01-2023 ,19:20:00  ,7               ,Phaphamau          ,25.49    ,81.87     ,111           ,29.4          ,120               ,65         ,4           ,51       ,Light Rain        ,Sunday      ,weekend    ,1          ,NA                   ,2.73            ,63        ,17        ,14          ,17
2938      ,03-01-2023 ,00:50:00  ,8               ,Jhunsi             ,25.43    ,81.91     ,65            ,43.13         ,120               ,61         ,6           ,53       ,Clear             ,Tuesday     ,workday    ,0          ,NA                   ,1.42            ,41        ,11        ,2           ,11
4068      ,03-01-2023 ,19:40:00  ,8               ,Jhunsi             ,25.43    ,81.91     ,299           ,10.8          ,120               ,72         ,5           ,43       ,Heatwave          ,Tuesday     ,workday    ,0          ,Accident             ,5.88            ,194       ,29        ,28          ,48
9877      ,07-01-2023 ,20:30:00  ,7               ,Phaphamau          ,25.49    ,81.87     ,189           ,30.93         ,120               ,78         ,5           ,37       ,Clear             ,Saturday    ,weekend    ,0          ,NA                   ,NA              ,117       ,23        ,16          ,33
2959      ,03-01-2023 ,01:10:00  ,9               ,MNNIT Gate         ,25.49    ,81.86     ,9             ,38.19         ,120               ,56         ,4           ,60       ,Heavy Rain        ,Tuesday     ,workday    ,0          ,NA                   ,0.15            ,6         ,1         ,0           ,2
5689      ,04-01-2023 ,22:40:00  ,9               ,MNNIT Gate         ,25.49    ,81.86     ,126           ,32.92         ,120               ,64         ,5           ,51       ,Clear             ,Wednesday   ,workday    ,0          ,NA                   ,2.34            ,76        ,9         ,14          ,27
2241      ,02-01-2023 ,13:20:00  ,1               ,Civil Lines        ,25.45    ,81.83     ,75            ,38.53         ,120               ,55         ,5           ,60       ,Clear             ,Monday      ,workday    ,0          ,NA                   ,1.66            ,44        ,9         ,9           ,13
2304      ,02-01-2023 ,14:20:00  ,4               ,Tagore Town        ,25.47    ,81.89     ,83            ,38.25         ,120               ,59         ,3           ,58       ,Light Rain        ,Monday      ,workday    ,0          ,NA                   ,1.87            ,43        ,10        ,11          ,19
7635      ,06-01-2023 ,07:10:00  ,5               ,Naini Bridge       ,25.41    ,81.86     ,190           ,26.14         ,120               ,77         ,3           ,40       ,Clear             ,Friday      ,workday    ,0          ,NA                   ,3.66            ,125       ,21        ,12          ,32
934       ,01-01-2023 ,15:30:00  ,4               ,Tagore Town        ,25.47    ,81.89     ,36            ,38.49         ,120               ,58         ,3           ,59       ,Fog               ,Sunday      ,weekend    ,1          ,NA                   ,0.91            ,19        ,5         ,NA          ,6
9989      ,07-01-2023 ,22:20:00  ,9               ,MNNIT Gate         ,25.49    ,81.86     ,65            ,44.13         ,120               ,57         ,3           ,60       ,Clear             ,Saturday    ,weekend    ,0          ,NA                   ,1.43            ,43        ,8         ,7           ,7
9584      ,07-01-2023 ,15:40:00  ,4               ,Tagore Town        ,25.47    ,81.89     ,90            ,36.38         ,120               ,54         ,6           ,60       ,Clear             ,Saturday    ,weekend    ,0          ,NA                   ,1.51            ,63        ,5         ,8           ,14
2535      ,02-01-2023 ,18:10:00  ,5               ,Naini Bridge       ,25.41    ,81.86     ,206           ,26.75         ,120               ,91         ,3           ,26       ,Clear             ,Monday      ,workday    ,0          ,NA                   ,3.72            ,126       ,15        ,20          ,45
3531      ,03-01-2023 ,10:50:00  ,1               ,Civil Lines        ,25.45    ,81.83     ,166           ,18.75         ,120               ,75         ,4           ,41       ,Heavy Rain        ,Tuesday     ,workday    ,0          ,NA                   ,3.67            ,97        ,21        ,18          ,30
9633      ,NA         ,          ,3               ,Chowk              ,25.43    ,81.84     ,56            ,45.44         ,120               ,66         ,4           ,50       ,Clear             ,Saturday    ,#VALUE!    ,0          ,NA                   ,1.38            ,28        ,10        ,5           ,13
8320      ,06-01-2023 ,18:30:00  ,10              ,Minto Park         ,25.44    ,81.88     ,143           ,33.92         ,120               ,60         ,6           ,54       ,Clear             ,Friday      ,workday    ,0          ,NA                   ,2.89            ,85        ,15        ,14          ,29
6468      ,05-01-2023 ,11:40:00  ,8               ,Jhunsi             ,25.43    ,81.91     ,80            ,40.5          ,120               ,62         ,3           ,55       ,Clear             ,Thursday    ,workday    ,1          ,NA                   ,1.38            ,52        ,4         ,9           ,15
1178      ,01-01-2023 ,19:30:00  ,8               ,Jhunsi             ,25.43    ,81.91     ,74            ,39.07         ,120               ,60         ,4           ,56       ,Clear             ,Sunday      ,weekend    ,1          ,NA                   ,1.44            ,47        ,7         ,7           ,13
5669      ,04-01-2023 ,22:20:00  ,9               ,MNNIT Gate         ,25.49    ,81.86     ,115           ,36.22         ,120               ,60         ,6           ,54       ,Clear             ,Wednesday   ,workday    ,0          ,NA                   ,1.86            ,77        ,5         ,11          ,22
6366      ,05-01-2023 ,10:00:00  ,6               ,Allahabad Junction ,25.44    ,81.83     ,57            ,39.3          ,120               ,57         ,4           ,59       ,Heatwave          ,Thursday    ,workday    ,1          ,NA                   ,0.97            ,37        ,6         ,1           ,13
8231      ,06-01-2023 ,17:10:00  ,1               ,Civil Lines        ,25.45    ,81.83     ,172           ,26.95         ,NA                ,76         ,5           ,39       ,Clear             ,Friday      ,workday    ,0          ,NA                   ,3.16            ,104       ,10        ,22          ,36
7479      ,06-01-2023 ,04:30:00  ,9               ,MNNIT Gate         ,25.49    ,81.86     ,NA            ,44.62         ,120               ,59         ,4           ,57       ,Clear             ,Friday      ,workday    ,0          ,NA                   ,0.87            ,27        ,4         ,5           ,6
1243      ,01-01-2023 ,20:40:00  ,3               ,Chowk              ,25.43    ,81.84     ,86            ,40.3          ,120               ,69         ,5           ,46       ,Clear             ,Sunday      ,weekend    ,1          ,NA                   ,1.72            ,NA        ,9         ,8           ,19
7361      ,06-01-2023 ,02:40:00  ,1               ,Civil Lines        ,25.45    ,81.83     ,13            ,47.43         ,120               ,70         ,3           ,47       ,Light Rain        ,Friday      ,workday    ,0          ,NA                   ,0.26            ,5         ,1         ,2           ,5
5000      ,04-01-2023 ,11:10:00  ,10              ,Minto Park         ,25.44    ,81.88     ,63            ,27.43         ,120               ,59         ,5           ,56       ,Heavy Rain        ,Wednesday   ,workday    ,0          ,NA                   ,1.22            ,36        ,6         ,6           ,15
1066      ,01-01-2023 ,17:40:00  ,6               ,Allahabad Junction ,25.44    ,81.83     ,92            ,27.49         ,120               ,72         ,4           ,44       ,Fog               ,Sunday      ,weekend    ,1          ,NA                   ,1.92            ,57        ,8         ,13          ,14
1664      ,02-01-2023 ,03:40:00  ,4               ,Tagore Town        ,25.47    ,81.89     ,144           ,30.45         ,120               ,56         ,4           ,60       ,Light Rain        ,Monday      ,workday    ,0          ,NA                   ,2.92            ,88        ,17        ,11          ,28
4581      ,04-01-2023 ,04:20:00  ,1               ,Civil Lines        ,25.45    ,81.83     ,57            ,41.8          ,120               ,56         ,6           ,58       ,Clear             ,Wednesday   ,workday    ,0          ,NA                   ,0.96            ,36        ,4         ,4           ,13
348       ,01-01-2023 ,05:40:00  ,8               ,Jhunsi             ,25.43    ,81.91     ,60            ,42.62         ,120               ,61         ,5           ,54       ,Clear             ,Sunday      ,weekend    ,1          ,NA                   ,1.1             ,37        ,7         ,2           ,14
8697      ,07-01-2023 ,00:50:00  ,7               ,Phaphamau          ,25.49    ,81.87     ,57            ,41.32         ,120               ,63         ,5           ,52       ,Clear             ,Saturday    ,weekend    ,0          ,NA                   ,0.94            ,37        ,5         ,2           ,13
8465      ,06-01-2023 ,21:00:00  ,5               ,Naini Bridge       ,25.41    ,81.86     ,71            ,31.04         ,120               ,59         ,4           ,57       ,Fog               ,Friday      ,workday    ,0          ,NA                   ,1.81            ,35        ,10        ,12          ,14
9496      ,07-01-2023 ,14:10:00  ,6               ,Allahabad Junction ,25.44    ,81.83     ,114           ,34.63         ,120               ,61         ,5           ,54       ,Clear             ,Saturday    ,weekend    ,0          ,NA                   ,2.48            ,72        ,12        ,15          ,15
547       ,01-01-2023 ,09:00:00  ,7               ,Phaphamau          ,25.49    ,81.87     ,113           ,34.11         ,120               ,58         ,5           ,57       ,Clear             ,Sunday      ,weekend    ,1          ,NA                   ,2.37            ,66        ,15        ,8           ,24
338       ,01-01-2023 ,05:30:00  ,8               ,Jhunsi             ,25.43    ,81.91     ,66            ,37.87         ,120               ,60         ,3           ,57       ,Clear             ,Sunday      ,weekend    ,1          ,NA                   ,1.49            ,35        ,9         ,7           ,15
7826      ,06-01-2023 ,10:20:00  ,6               ,Allahabad Junction ,25.44    ,81.83     ,121           ,32.31         ,120               ,63         ,3           ,54       ,Clear             ,Friday      ,workday    ,0          ,NA                   ,1.96            ,84        ,8         ,7           ,22
4198      ,03-01-2023 ,21:50:00  ,8               ,Jhunsi             ,25.43    ,81.91     ,55            ,41.2          ,120               ,57         ,6           ,57       ,Clear             ,Tuesday     ,workday    ,0          ,NA                   ,1.14            ,33        ,9         ,1           ,12
1367      ,01-01-2023 ,22:40:00  ,7               ,Phaphamau          ,25.49    ,81.87     ,46            ,44.84         ,120               ,63         ,5           ,52       ,Clear             ,Sunday      ,weekend    ,1          ,NA                   ,1.11            ,19        ,5         ,9           ,13
7210      ,06-01-2023 ,00:00:00  ,10              ,Minto Park         ,25.44    ,81.88     ,52            ,15.15         ,120               ,66         ,5           ,49       ,Heavy Rain        ,Friday      ,workday    ,0          ,Accident             ,1.16            ,NA        ,7         ,5           ,7
1635      ,02-01-2023 ,03:10:00  ,5               ,NA                 ,25.41    ,81.86     ,86            ,39.96         ,120               ,58         ,5           ,57       ,Clear             ,Monday      ,workday    ,0          ,NA                   ,1.49            ,48        ,7         ,6           ,25
NA        ,07-01-2023 ,04:00:00  ,7               ,Phaphamau          ,25.49    ,81.87     ,70            ,39.5          ,120               ,61         ,4           ,55       ,Clear             ,NA          ,weekend    ,0          ,NA                   ,1.28            ,46        ,5         ,7           ,12
2370      ,02-01-2023 ,15:20:00  ,10              ,Minto Park         ,25.44    ,81.88     ,137           ,30.8          ,120               ,55         ,3           ,62       ,Clear             ,Monday      ,workday    ,0          ,NA                   ,2.85            ,80        ,14        ,16          ,27
1803      ,02-01-2023 ,06:00:00  ,3               ,Chowk              ,25.43    ,81.84     ,71            ,29.49         ,120               ,61         ,4           ,55       ,Fog               ,Monday      ,workday    ,0          ,NA                   ,1.33            ,46        ,7         ,5           ,13
5990      ,05-01-2023 ,03:40:00  ,10              ,Minto Park         ,25.44    ,81.88     ,51            ,45.74         ,120               ,62         ,5           ,53       ,Clear             ,Thursday    ,workday    ,1          ,NA                   ,0.85            ,29        ,4         ,3           ,15
6996      ,05-01-2023 ,20:30:00  ,6               ,Allahabad Junction ,25.44    ,81.83     ,106           ,36.15         ,120               ,62         ,6           ,52       ,Clear             ,Thursday    ,workday    ,1          ,NA                   ,2.08            ,55        ,10        ,11          ,30
10049     ,07-01-2023 ,23:20:00  ,9               ,MNNIT Gate         ,25.49    ,81.86     ,39            ,43.99         ,120               ,61         ,5           ,54       ,Cold Wave         ,Saturday    ,weekend    ,0          ,NA                   ,1.1             ,23        ,8         ,5           ,3
8117      ,06-01-2023 ,15:10:00  ,7               ,Phaphamau          ,25.49    ,81.87     ,81            ,36.61         ,120               ,61         ,4           ,55       ,Clear             ,Friday      ,workday    ,0          ,NA                   ,1.4             ,54        ,6         ,6           ,15
160       ,01-01-2023 ,02:30:00  ,10              ,Minto Park         ,25.44    ,81.88     ,41            ,41.94         ,120               ,57         ,5           ,58       ,Heatwave          ,Sunday      ,weekend    ,1          ,NA                   ,0.65            ,25        ,1         ,5           ,10
8414      ,06-01-2023 ,20:10:00  ,4               ,Tagore Town        ,25.47    ,81.89     ,157           ,29.34         ,120               ,80         ,4           ,36       ,Clear             ,Friday      ,workday    ,0          ,Local Market Fair    ,2.9             ,99        ,13        ,14          ,31
4548      ,04-01-2023 ,03:40:00  ,8               ,Jhunsi             ,25.43    ,81.91     ,86            ,35.81         ,120               ,69         ,5           ,46       ,Clear             ,Wednesday   ,workday    ,0          ,NA                   ,1.46            ,56        ,5         ,8           ,17
8462      ,06-01-2023 ,21:00:00  ,2               ,Katra              ,25.46    ,81.85     ,80            ,31.16         ,120               ,58         ,4           ,58       ,Fog               ,Friday      ,workday    ,0          ,NA                   ,1.58            ,47        ,9         ,6           ,18
2385      ,02-01-2023 ,15:40:00  ,5               ,Naini Bridge       ,25.41    ,81.86     ,128           ,30.79         ,120               ,54         ,4           ,62       ,Clear             ,Monday      ,workday    ,0          ,NA                   ,2.23            ,85        ,10        ,9           ,24
5052      ,04-01-2023 ,12:10:00  ,2               ,Katra              ,25.46    ,81.85     ,116           ,29.8          ,120               ,70         ,6           ,44       ,Clear             ,Wednesday   ,workday    ,0          ,NA                   ,2.12            ,74        ,12        ,6           ,24
NA        ,07-01-2023 ,21:50:00  ,2               ,Katra              ,25.46    ,81.85     ,77            ,37.88         ,120               ,57         ,5           ,58       ,Clear             ,Saturday    ,weekend    ,0          ,NA                   ,1.5             ,46        ,10        ,3           ,18
6954      ,05-01-2023 ,19:50:00  ,4               ,Tagore Town        ,25.47    ,81.89     ,80            ,27.64         ,120               ,54         ,4           ,62       ,Heavy Rain        ,Thursday    ,workday    ,1          ,NA                   ,1.43            ,55        ,4         ,10          ,11
1345      ,01-01-2023 ,22:20:00  ,5               ,Naini Bridge       ,25.41    ,81.86     ,42            ,40.92         ,120               ,66         ,7           ,47       ,Clear             ,Sunday      ,weekend    ,1          ,NA                   ,1.08            ,24        ,8         ,4           ,6
5406      ,04-01-2023 ,18:00:00  ,6               ,Allahabad Junction ,25.44    ,81.83     ,179           ,22.13         ,120               ,76         ,3           ,41       ,Fog               ,Wednesday   ,workday    ,0          ,NA                   ,3.71            ,102       ,20        ,18          ,39
8749      ,07-01-2023 ,01:40:00  ,9               ,MNNIT Gate         ,25.49    ,81.86     ,69            ,29.81         ,120               ,54         ,4           ,62       ,Heavy Rain        ,Saturday    ,weekend    ,0          ,NA                   ,1.36            ,37        ,6         ,8           ,18
9082      ,07-01-2023 ,07:20:00  ,2               ,Katra              ,25.46    ,81.85     ,124           ,30.65         ,120               ,66         ,3           ,51       ,Clear             ,Saturday    ,weekend    ,0          ,NA                   ,2.42            ,82        ,14        ,8           ,20
7675      ,06-01-2023 ,07:50:00  ,5               ,Naini Bridge       ,25.41    ,81.86     ,264           ,22.95         ,120               ,90         ,5           ,25       ,Clear             ,Friday      ,workday    ,0          ,NA                   ,5.22            ,160       ,25        ,27          ,52
8708      ,07-01-2023 ,01:00:00  ,8               ,Jhunsi             ,25.43    ,81.91     ,45            ,48.21         ,120               ,59         ,5           ,56       ,Clear             ,Saturday    ,weekend    ,0          ,NA                   ,1.05            ,22        ,6         ,6           ,11
6865      ,05-01-2023 ,18:20:00  ,5               ,Naini Bridge       ,25.41    ,81.86     ,126           ,33.87         ,120               ,59         ,5           ,56       ,Clear             ,Thursday    ,workday    ,1          ,NA                   ,2.74            ,74        ,15        ,14          ,23
7228      ,06-01-2023 ,00:20:00  ,8               ,Jhunsi             ,25.43    ,81.91     ,128           ,31.07         ,120               ,60         ,5           ,55       ,Clear             ,Friday      ,workday    ,0          ,NA                   ,2.21            ,80        ,8         ,12          ,28
2314      ,02-01-2023 ,14:30:00  ,4               ,Tagore Town        ,25.47    ,81.89     ,132           ,31.67         ,120               ,64         ,4           ,52       ,Clear             ,Monday      ,workday    ,0          ,NA                   ,2.96            ,67        ,16        ,17          ,32
42        ,01-01-2023 ,00:40:00  ,2               ,Katra              ,25.46    ,81.85     ,62            ,36.57         ,120               ,64         ,5           ,51       ,Light Rain        ,Sunday      ,weekend    ,1          ,New Year Celebration ,1.15            ,38        ,5         ,6           ,13
8055      ,06-01-2023 ,14:10:00  ,5               ,Naini Bridge       ,25.41    ,81.86     ,45            ,40.08         ,120               ,54         ,5           ,61       ,Light Rain        ,NA          ,workday    ,0          ,NA                   ,0.9             ,24        ,5         ,4           ,12
3579      ,03-01-2023 ,11:30:00  ,9               ,MNNIT Gate         ,25.49    ,81.86     ,148           ,29.4          ,120               ,67         ,6           ,47       ,Clear             ,Tuesday     ,workday    ,0          ,NA                   ,3.32            ,84        ,19        ,17          ,28
10005     ,07-01-2023 ,22:40:00  ,NA              ,Naini Bridge       ,25.41    ,81.86     ,49            ,43.05         ,120               ,64         ,6           ,50       ,Light Rain        ,Saturday    ,weekend    ,0          ,NA                   ,1.06            ,29        ,6         ,5           ,9
2107      ,02-01-2023 ,11:00:00  ,7               ,Phaphamau          ,25.49    ,81.87     ,107           ,35.63         ,120               ,59         ,6           ,55       ,Clear             ,Monday      ,workday    ,0          ,NA                   ,1.99            ,69        ,10        ,8           ,20
2104      ,02-01-2023 ,11:00:00  ,4               ,Tagore Town        ,25.47    ,81.89     ,118           ,33.64         ,120               ,67         ,5           ,48       ,Clear             ,Monday      ,workday    ,0          ,NA                   ,2.59            ,66        ,14        ,14          ,24
